char_a,char_b,common_neighbors,ever_meet,first_meet_book
Gregory Goyle,Penelope Clearwater,4,False,
Cadogan,Mrs Norris,4,False,
Cadogan,Molly Weasley,4,False,
Cadogan,Millicent Bulstrode,4,False,
Cadogan,Marcus Flint,4,False,
Cadogan,Lee Jordan,4,False,
Cadogan,Lavender Brown,4,False,
Cadogan,Hedwig,4,False,
Graham Montague,Ronald Weasley,4,True,5.0
Graham Montague,Hermione Granger,4,True,5.0
Irma Pince,Parvati Patil,4,False,
Cassius Warrington,Lee Jordan,4,True,5.0
Cedric Diggory,Tom Riddle,4,True,4.0
Cedric Diggory,Poppy Pomfrey,4,True,4.0
Cedric Diggory,Penelope Clearwater,4,False,
Cedric Diggory,Peeves,4,False,
Cedric Diggory,Neville Longbottom,4,False,
Cedric Diggory,Molly Weasley,4,True,4.0
Cedric Diggory,Lucius Malfoy,4,False,
Ginevra Weasley,Walden Macnair,4,False,
Godric Gryffindor,Hannah Abbott,4,True,5.0
Godric Gryffindor,Irma Pince,4,False,
Cedric Diggory,Gilderoy Lockhart,4,False,
Godric Gryffindor,Keeper of the reptile house,4,False,
Cedric Diggory,Filius Flitwick,4,True,4.0
Cedric Diggory,Dobby,4,False,
Cedric Diggory,Cornelius Fudge,4,True,4.0
Cassius Warrington,Peregrine Derrick,4,False,
Cassius Warrington,Minerva McGonagall,4,True,5.0
Cadogan,Gringotts Head Goblin,4,False,
Cadogan,Fluffy,4,False,
Cadogan,Fang,4,False,
Gringotts Head Goblin,James Potter I,4,False,
Hannah Abbott,Salazar Slytherin,4,False,
Buckbeak,Cadogan,4,False,
Hedwig,Merlin,4,False,
Hedwig,Myrtle Warren,4,False,
Hedwig,Rosmerta,4,False,
Helga Hufflepuff,Lavender Brown,4,True,5.0
Helga Hufflepuff,Myrtle Warren,4,False,
Helga Hufflepuff,Prime Minister,4,False,
Helga Hufflepuff,Walden Macnair,4,False,
Irma Pince,Lee Jordan,4,False,
Irma Pince,Lucius Malfoy,4,False,
Irma Pince,Marcus Flint,4,False,
Irma Pince,Minerva McGonagall,4,False,
Irma Pince,Molly Weasley,4,False,
Irma Pince,Mrs Norris,4,False,
Irma Pince,Neville Longbottom,4,False,
Irma Pince,Oliver Wood,4,False,
Hannah Abbott,Rowena Ravenclaw,4,False,
Hannah Abbott,Percy Weasley,4,False,
Hannah Abbott,Peeves,4,False,
Cadogan,Cornelius Fudge,4,False,
Cadogan,Errol,4,False,
Gringotts Head Goblin,Lavender Brown,4,False,
Gringotts Head Goblin,Lee Jordan,4,False,
Gringotts Head Goblin,Merlin,4,False,
Gringotts Head Goblin,Millicent Bulstrode,4,False,
Cadogan,Dean Thomas,4,False,
Gringotts Head Goblin,Myrtle Warren,4,False,
Gringotts Head Goblin,Pansy Parkinson,4,False,
Hannah Abbott,Oliver Wood,4,False,
Blaise Zabini,Salazar Slytherin,4,True,6.0
Buckbeak,Sorting Hat,4,False,
Gringotts Head Goblin,Petunia Dursley,4,False,
Buckbeak,Rosmerta,4,False,
Buckbeak,Penelope Clearwater,4,False,
Buckbeak,Irma Pince,4,False,
Hannah Abbott,Minerva McGonagall,4,False,
Keeper of the reptile house,Remus Lupin,4,False,
Irma Pince,Poppy Pomfrey,4,False,
Keeper of the reptile house,Salazar Slytherin,4,False,
Penelope Clearwater,Petunia Dursley,4,False,
Armando Dippet,Fluffy,4,False,
Armando Dippet,Firenze,4,False,
Armando Dippet,Filius Flitwick,4,False,
Armando Dippet,Father Christmas,4,False,
Armando Dippet,Draco Malfoy,4,False,
Armando Dippet,Dobby,4,False,
Armando Dippet,Cornelius Fudge,4,False,
Armando Dippet,Bane,4,False,
Argus Filch,Rosmerta,4,True,6.0
Nicolas Flamel,Rolanda Hooch,4,False,
Nicolas Flamel,Rowena Ravenclaw,4,False,
Argus Filch,Keeper of the reptile house,4,False,
Argus Filch,Cedric Diggory,4,True,4.0
Oliver Wood,Rosmerta,4,False,
Argus Filch,Blaise Zabini,4,False,
Pansy Parkinson,Percy Weasley,4,False,
Pansy Parkinson,Peter Pettigrew,4,False,
Parvati Patil,Walden Macnair,4,False,
Peeves,Penelope Clearwater,4,False,
Peeves,Rolanda Hooch,4,False,
Peeves,Rosmerta,4,False,
Armando Dippet,Fred Weasley,4,False,
Armando Dippet,George Weasley,4,False,
Armando Dippet,Gilderoy Lockhart,4,False,
Armando Dippet,Prime Minister,4,False,
Arthur Weasley,Bane,4,False,
Armando Dippet,Vernon Dursley,4,False,
Armando Dippet,Sybill Trelawney,4,False,
Armando Dippet,Sirius Black,4,False,
Armando Dippet,Severus Snape,4,False,
Armando Dippet,Salazar Slytherin,4,False,
Armando Dippet,Ronald Weasley,4,False,
Armando Dippet,Remus Lupin,4,False,
Armando Dippet,Quirinus Quirrell,4,False,
Myrtle Warren,Nicolas Flamel,4,False,
Armando Dippet,Godric Gryffindor,4,False,
Myrtle Warren,Peter Pettigrew,4,False,
Armando Dippet,Peter Pettigrew,4,False,
Armando Dippet,Percy Weasley,4,False,
Armando Dippet,Molly Weasley,4,False,
Armando Dippet,Minerva McGonagall,4,False,
Armando Dippet,James Potter I,4,False,
Armando Dippet,Hermione Granger,4,False,
Myrtle Warren,William Weasley,4,False,
Neville Longbottom,Penelope Clearwater,4,False,
Penelope Clearwater,Peter Pettigrew,4,False,
Penelope Clearwater,Quirinus Quirrell,4,False,
Arthur Weasley,Cadogan,4,False,
Penelope Clearwater,Remus Lupin,4,False,
Alicia Spinnet,Dobby,4,False,
Alicia Spinnet,Dean Thomas,4,False,
Quirinus Quirrell,Rosmerta,4,False,
Quirinus Quirrell,William Weasley,4,False,
Albus Dumbledore,Ronan,4,False,
Rolanda Hooch,Walden Macnair,4,False,
Rolanda Hooch,William Weasley,4,False,
Ronald Weasley,Ronan,4,False,
Ronan,Tom Riddle,4,False,
Rosmerta,Seamus Finnigan,4,False,
Rosmerta,Vernon Dursley,4,True,6.0
Albus Dumbledore,Hannah Abbott,4,False,
Albus Dumbledore,Blaise Zabini,4,False,
Adrian Pucey,Tom Riddle,4,False,
Adrian Pucey,Poppy Pomfrey,4,False,
Adrian Pucey,Neville Longbottom,4,False,
Adrian Pucey,Molly Weasley,4,False,
Sirius Black,William Weasley,4,True,5.0
Sorting Hat,Walden Macnair,4,False,
Adrian Pucey,Gilderoy Lockhart,4,False,
Adrian Pucey,Argus Filch,4,False,
Alicia Spinnet,Fat Lady,4,False,
Alicia Spinnet,Justin Finch-Fletchley,4,True,5.0
Alicia Spinnet,Parvati Patil,4,False,
Angelina Johnson,Sybill Trelawney,4,True,5.0
Penelope Clearwater,Seamus Finnigan,4,False,
Penelope Clearwater,Sorting Hat,4,False,
Penelope Clearwater,Vincent Crabbe,4,False,
Arabella Figg,Ronald Weasley,4,False,
Arabella Figg,Piers Polkiss,4,False,
Arabella Figg,Mason,4,False,
Peregrine Derrick,Poppy Pomfrey,4,False,
Arabella Figg,Fred Weasley,4,False,
Peregrine Derrick,Sirius Black,4,False,
Angelina Johnson,Seamus Finnigan,4,False,
Alicia Spinnet,Peeves,4,False,
Angelina Johnson,Molly Weasley,4,False,
Angelina Johnson,Dobby,4,True,5.0
Angelina Johnson,Dean Thomas,4,True,5.0
Angelina Johnson,Arthur Weasley,4,True,7.0
Petunia Dursley,Sybill Trelawney,4,False,
Piers Polkiss,Ronald Weasley,4,False,
Alicia Spinnet,Remus Lupin,4,False,
Alicia Spinnet,Peter Pettigrew,4,False,
Alicia Spinnet,Penelope Clearwater,4,False,
Mrs Norris,Petunia Dursley,4,False,
Mrs Norris,Penelope Clearwater,4,False,
Keeper of the reptile house,Seamus Finnigan,4,False,
Lucius Malfoy,Rosmerta,4,False,
Blaise Zabini,Helga Hufflepuff,4,False,
Lee Jordan,Pomona Sprout,4,False,
Blaise Zabini,Godric Gryffindor,4,True,6.0
Blaise Zabini,Ginevra Weasley,4,True,6.0
Blaise Zabini,Gilderoy Lockhart,4,False,
Blaise Zabini,George Weasley,4,False,
Blaise Zabini,Fred Weasley,4,False,
Blaise Zabini,Filius Flitwick,4,False,
Blaise Zabini,Fat Lady,4,False,
Blaise Zabini,Draco Malfoy,4,True,6.0
Blaise Zabini,Colin Creevey,4,False,
Blaise Zabini,Charles Weasley,4,False,
Lily J. Potter,Oliver Wood,4,False,
Lily J. Potter,Parvati Patil,4,False,
Lily J. Potter,Pomona Sprout,4,False,
Lily J. Potter,Quirinus Quirrell,4,False,
Lily J. Potter,Rosmerta,4,False,
Lily J. Potter,Sorting Hat,4,True,7.0
Lily J. Potter,Vincent Crabbe,4,False,
Lily J. Potter,Walden Macnair,4,False,
Lucian Bole,Lucius Malfoy,4,False,
Blaise Zabini,Hermione Granger,4,True,6.0
Blaise Zabini,Lee Jordan,4,False,
Lavender Brown,Vernon Dursley,4,True,6.0
Blaise Zabini,Rowena Ravenclaw,4,False,
Keeper of the reptile house,Sirius Black,4,False,
Keeper of the reptile house,Sorting Hat,4,False,
Keeper of the reptile house,Tom Riddle,4,False,
Keeper of the reptile house,Vincent Crabbe,4,False,
Lavender Brown,Lee Jordan,4,False,
Lavender Brown,Lucius Malfoy,4,False,
Blaise Zabini,Rubeus Hagrid,4,False,
Lavender Brown,Merlin,4,False,
Lavender Brown,Millicent Bulstrode,4,False,
Lavender Brown,Mrs Norris,4,False,
Blaise Zabini,Oliver Wood,4,False,
Blaise Zabini,Remus Lupin,4,False,
Blaise Zabini,Quirinus Quirrell,4,False,
Lavender Brown,Pomona Sprout,4,False,
Lavender Brown,Poppy Pomfrey,4,False,
Lavender Brown,Prime Minister,4,False,
Lavender Brown,Rowena Ravenclaw,4,False,
Blaise Zabini,Peter Pettigrew,4,False,
Blaise Zabini,Peeves,4,False,
Lavender Brown,Sorting Hat,4,False,
Lucian Bole,Sybill Trelawney,4,False,
Marcus Flint,Penelope Clearwater,4,False,
Mrs Norris,Pansy Parkinson,4,False,
Marcus Flint,Prime Minister,4,False,
Millicent Bulstrode,Sirius Black,4,False,
Millicent Bulstrode,Sybill Trelawney,4,False,
Millicent Bulstrode,Tom Riddle,4,False,
Bane,Fawkes,4,False,
Bane,Fat Lady,4,False,
Bane,Dudley Dursley,4,False,
Bane,Dean Thomas,4,False,
Bane,Crookshanks,4,False,
Bane,Colin Creevey,4,False,
Bane,Charles Weasley,4,False,
Arthur Weasley,Walden Macnair,4,False,
Arthur Weasley,Rosmerta,4,False,
Arthur Weasley,Pomona Sprout,4,False,
Molly Weasley,Peregrine Derrick,4,False,
Arthur Weasley,Peeves,4,False,
Arthur Weasley,Parvati Patil,4,False,
Arthur Weasley,Lucian Bole,4,False,
Arthur Weasley,Justin Finch-Fletchley,4,False,
Arthur Weasley,Fluffy,4,False,
Arthur Weasley,Firenze,4,False,
Arthur Weasley,Crookshanks,4,False,
Millicent Bulstrode,Quirinus Quirrell,4,False,
Millicent Bulstrode,Percy Weasley,4,False,
Millicent Bulstrode,Parvati Patil,4,False,
Merlin,Myrtle Warren,4,False,
Bane,Rowena Ravenclaw,4,False,
Bane,Rosmerta,4,False,
Bane,Rolanda Hooch,4,False,
Cedric Diggory,Vernon Dursley,4,False,
Marcus Flint,Walden Macnair,4,False,
Marcus Flint,William Weasley,4,False,
Mason,Piers Polkiss,4,False,
Mason,Ronald Weasley,4,False,
Bane,Petunia Dursley,4,False,
Bane,Peeves,4,False,
Bane,James Potter I,4,False,
Merlin,Nicolas Flamel,4,False,
Merlin,Oliver Wood,4,False,
Bane,Parvati Patil,4,False,
Merlin,Peeves,4,False,
Merlin,Prime Minister,4,True,5.0
Merlin,Quirinus Quirrell,4,False,
Bane,Marcus Flint,4,False,
Merlin,Walden Macnair,4,False,
Millicent Bulstrode,Myrtle Warren,4,False,
Ginevra Weasley,Pansy Parkinson,4,False,
Vincent Crabbe,William Weasley,4,True,4.0
Ginevra Weasley,Nicolas Flamel,4,False,
Firenze,Rolanda Hooch,4,False,
Dobby,Fat Lady,4,False,
Colin Creevey,Irma Pince,4,False,
George Weasley,Irma Pince,4,False,
Fred Weasley,Mason,4,False,
Colin Creevey,Lavender Brown,4,True,5.0
Cuthbert Binns,Errol,4,False,
Firenze,Peeves,4,False,
Filius Flitwick,Keeper of the reptile house,4,False,
Cuthbert Binns,Fawkes,4,False,
Filius Flitwick,Irma Pince,4,False,
Cornelius Fudge,Millicent Bulstrode,4,False,
Colin Creevey,Merlin,4,False,
Colin Creevey,Millicent Bulstrode,4,False,
Firenze,Petunia Dursley,4,False,
Cuthbert Binns,Fluffy,4,False,
Cornelius Fudge,Keeper of the reptile house,4,False,
Cuthbert Binns,Gringotts Head Goblin,4,False,
Fred Weasley,Keeper of the reptile house,4,False,
George Weasley,Keeper of the reptile house,4,False,
George Weasley,Lavender Brown,4,False,
Fluffy,Lavender Brown,4,False,
Father Christmas,Keeper of the reptile house,4,False,
Dobby,Lucian Bole,4,False,
Cho Chang,Sirius Black,4,True,5.0
Dobby,Lily J. Potter,4,False,
Cho Chang,Vincent Crabbe,4,False,
Errol,Helga Hufflepuff,4,False,
Filius Flitwick,Peregrine Derrick,4,False,
Colin Creevey,Fluffy,4,False,
Fang,Rosmerta,4,False,
Fang,Petunia Dursley,4,False,
Filius Flitwick,Pansy Parkinson,4,False,
Dobby,Irma Pince,4,False,
Firenze,Parvati Patil,4,True,5.0
Crookshanks,Rolanda Hooch,4,False,
Fred Weasley,Irma Pince,4,False,
Crookshanks,Rosmerta,4,False,
Cuthbert Binns,Lee Jordan,4,False,
Firenze,Ronan,4,False,
Dobby,Millicent Bulstrode,4,False,
Firenze,Rosmerta,4,False,
Fat Lady,Firenze,4,False,
Fawkes,Myrtle Warren,4,False,
Dean Thomas,Fawkes,4,False,
Dudley Dursley,Prime Minister,4,False,
Dudley Dursley,Fluffy,4,False,
Dudley Dursley,Parvati Patil,4,False,
Dudley Dursley,Nicolas Flamel,4,False,
Dean Thomas,Firenze,4,True,5.0
Fawkes,Firenze,4,False,
Dudley Dursley,Millicent Bulstrode,4,False,
Dudley Dursley,Irma Pince,4,False,
Dean Thomas,Hannah Abbott,4,False,
Fawkes,Fluffy,4,False,
Fat Lady,Keeper of the reptile house,4,False,
Dudley Dursley,James Potter I,4,False,
Fat Lady,Lavender Brown,4,True,6.0
Dean Thomas,Irma Pince,4,True,5.0
Cuthbert Binns,Vernon Dursley,4,False,
Fawkes,Parvati Patil,4,False,
Father Christmas,William Weasley,4,True,7.0
Fawkes,Prime Minister,4,False,
Father Christmas,Rosmerta,4,False,
Firenze,Rowena Ravenclaw,4,False,
Cuthbert Binns,Molly Weasley,4,False,
Cuthbert Binns,Myrtle Warren,4,False,
Colin Creevey,Walden Macnair,4,False,
Dobby,Rosmerta,4,False,
Fawkes,Rolanda Hooch,4,False,
Dean Thomas,Rosmerta,4,False,
Fat Lady,Fawkes,4,False,
Cuthbert Binns,Petunia Dursley,4,False,
Fat Lady,Petunia Dursley,4,False,
Fat Lady,Penelope Clearwater,4,False,
Dudley Dursley,Walden Macnair,4,False,
Cuthbert Binns,Rowena Ravenclaw,4,False,
Fred Weasley,Piers Polkiss,4,False,
Dudley Dursley,Firenze,4,False,
Cho Chang,Severus Snape,4,True,5.0
Father Christmas,Myrtle Warren,4,False,
Cho Chang,Rubeus Hagrid,4,False,
Errol,Prime Minister,4,False,
Errol,Petunia Dursley,4,False,
Charles Weasley,Nicolas Flamel,4,False,
Charles Weasley,Cuthbert Binns,4,False,
Ginevra Weasley,Irma Pince,4,True,5.0
Father Christmas,Irma Pince,4,False,
Errol,Pomona Sprout,4,False,
Charles Weasley,Prime Minister,4,False,
Charles Weasley,Cho Chang,4,False,
Dobby,Myrtle Warren,4,False,
Charles Weasley,Lavender Brown,4,False,
Fluffy,Rosmerta,4,False,
Cho Chang,Colin Creevey,4,False,
Ginevra Weasley,James Potter I,4,True,6.0
Cornelius Fudge,Penelope Clearwater,4,False,
Errol,Penelope Clearwater,4,False,
Charles Weasley,Fawkes,4,False,
Charles Weasley,Firenze,4,False,
Crookshanks,Dobby,4,False,
Charles Weasley,Myrtle Warren,4,False,
Fang,Millicent Bulstrode,4,False,
Fang,Helga Hufflepuff,4,False,
Charles Weasley,Irma Pince,4,False,
Errol,Myrtle Warren,4,False,
Firenze,James Potter I,4,False,
Fang,Irma Pince,4,False,
Fluffy,Rolanda Hooch,4,False,
Crookshanks,Firenze,4,False,
Dobby,Peeves,4,False,
Firenze,Marcus Flint,4,False,
Fang,James Potter I,4,False,
Gilderoy Lockhart,Rosmerta,4,False,
Crookshanks,Lee Jordan,4,False,
Charles Weasley,Walden Macnair,4,False,
Fang,Fawkes,4,False,
Colin Creevey,Crookshanks,4,False,
Fang,Pansy Parkinson,4,False,
Errol,Sorting Hat,4,False,
Ginevra Weasley,Merlin,4,True,7.0
Crookshanks,Millicent Bulstrode,4,False,
Fluffy,Merlin,4,False,
Cho Chang,Lucian Bole,4,False,
Colin Creevey,Firenze,4,False,
Ginevra Weasley,Lily J. Potter,4,True,7.0
Crookshanks,Nicolas Flamel,4,False,
Cho Chang,Neville Longbottom,4,True,4.0
Errol,Justin Finch-Fletchley,4,False,
Cho Chang,Peregrine Derrick,4,False,
Fluffy,Lily J. Potter,4,False,
Errol,Irma Pince,4,False,
Gilderoy Lockhart,Irma Pince,4,False,
Fang,Lavender Brown,4,False,
Crookshanks,Lily J. Potter,4,False,
Ginevra Weasley,Lavender Brown,4,True,5.0
Cho Chang,Gregory Goyle,4,False,
Cho Chang,Ginevra Weasley,4,True,4.0
Cornelius Fudge,William Weasley,4,True,4.0
Ginevra Weasley,Millicent Bulstrode,4,False,
Gilderoy Lockhart,Keeper of the reptile house,4,False,
Errol,Lavender Brown,4,False,
Fluffy,Rowena Ravenclaw,4,False,
Dean Thomas,Penelope Clearwater,3,False,
Fawkes,Gringotts Head Goblin,3,False,
Armando Dippet,Justin Finch-Fletchley,3,False,
Armando Dippet,Nicolas Flamel,3,False,
Myrtle Warren,Sybill Trelawney,3,False,
Argus Filch,Bertie Bott,3,False,
Aragog,Vincent Crabbe,3,True,6.0
Mrs Norris,William Weasley,3,False,
Dobby,Peregrine Derrick,3,False,
Dean Thomas,Lucian Bole,3,False,
Armando Dippet,Pomona Sprout,3,False,
Armando Dippet,Lily J. Potter,3,False,
Aragog,Walden Macnair,3,False,
Myrtle Warren,Prime Minister,3,False,
Father Christmas,Florean Fortescue,3,False,
Armando Dippet,Lucius Malfoy,3,False,
Dean Thomas,Ronan,3,False,
Myrtle Warren,Parvati Patil,3,False,
Armando Dippet,Poppy Pomfrey,3,False,
Armando Dippet,Oliver Wood,3,False,
Armando Dippet,Petunia Dursley,3,False,
Armando Dippet,Neville Longbottom,3,False,
Myrtle Warren,Rolanda Hooch,3,False,
Argus Filch,Armando Dippet,3,False,
Armando Dippet,Mrs Norris,3,False,
Oliver Wood,Ronan,3,False,
Father Christmas,Silvanus Kettleburn,3,False,
Oliver Wood,Silvanus Kettleburn,3,False,
Nicolas Flamel,Penelope Clearwater,3,False,
Argus Filch,Cho Chang,3,True,5.0
Dedalus Diggle,Ronald Weasley,3,False,
Argus Filch,Chudley Cannons,3,False,
Armando Dippet,Buckbeak,3,False,
Nicolas Flamel,Petunia Dursley,3,False,
Dedalus Diggle,Tom Riddle,3,False,
Armando Dippet,Arthur Weasley,3,False,
Argus Filch,Florean Fortescue,3,False,
Dedalus Diggle,Vernon Dursley,3,False,
Argus Filch,Silvanus Kettleburn,3,False,
Fawkes,Helena Ravenclaw,3,False,
Nicolas Flamel,Ronan,3,False,
Argus Filch,Garrick Ollivander,3,False,
Nicolas Flamel,Rosmerta,3,False,
Dobby,Florean Fortescue,3,False,
Argus Filch,Ronan,3,False,
Argus Filch,Hannah Abbott,3,False,
Dobby,Katie Bell,3,True,5.0
Dobby,Lavender Brown,3,False,
Dobby,Merlin,3,False,
Dedalus Diggle,Poppy Pomfrey,3,False,
Dedalus Diggle,Pomona Sprout,3,False,
Argus Filch,Cassius Warrington,3,True,5.0
Dedalus Diggle,Fred Weasley,3,False,
Armando Dippet,Hedwig,3,False,
Myrtle Warren,Walden Macnair,3,False,
Dedalus Diggle,Dudley Dursley,3,True,7.0
Armando Dippet,Gringotts Head Goblin,3,False,
Father Christmas,Hannah Abbott,3,False,
Armando Dippet,Gregory Goyle,3,False,
Father Christmas,Ronan,3,False,
Armando Dippet,Ginevra Weasley,3,False,
Nicolas Flamel,William Weasley,3,False,
Dedalus Diggle,George Weasley,3,False,
Armando Dippet,Fang,3,False,
Neville Longbottom,Ronan,3,False,
Dedalus Diggle,Gilderoy Lockhart,3,False,
Dedalus Diggle,Gregory Goyle,3,False,
Neville Longbottom,Silvanus Kettleburn,3,False,
Dedalus Diggle,Gringotts Head Goblin,3,False,
Dedalus Diggle,James Potter I,3,False,
Armando Dippet,Fawkes,3,False,
Dedalus Diggle,Percy Weasley,3,False,
Argus Filch,Borgin,3,False,
Fawkes,Hedwig,3,False,
Arthur Weasley,Peregrine Derrick,3,False,
Dean Thomas,Keeper of the reptile house,3,False,
Crookshanks,Ronan,3,False,
Bane,Myrtle Warren,3,False,
Crookshanks,Pansy Parkinson,3,False,
Bane,Millicent Bulstrode,3,False,
Bane,Merlin,3,False,
Crookshanks,Penelope Clearwater,3,False,
Bane,Lily J. Potter,3,False,
Merlin,Vernon Dursley,3,False,
Bane,Lee Jordan,3,False,
Bane,Lavender Brown,3,False,
Millicent Bulstrode,Molly Weasley,3,False,
Millicent Bulstrode,Mrs Norris,3,False,
Millicent Bulstrode,Nicolas Flamel,3,False,
Merlin,Rosmerta,3,False,
Millicent Bulstrode,Pansy Parkinson,3,False,
Cuthbert Binns,Dobby,3,False,
Millicent Bulstrode,Peeves,3,False,
Millicent Bulstrode,Penelope Clearwater,3,False,
Cuthbert Binns,Dudley Dursley,3,False,
Millicent Bulstrode,Peter Pettigrew,3,False,
Millicent Bulstrode,Petunia Dursley,3,False,
Millicent Bulstrode,Pomona Sprout,3,False,
Millicent Bulstrode,Poppy Pomfrey,3,False,
Millicent Bulstrode,Prime Minister,3,False,
Bane,Irma Pince,3,False,
Merlin,Rowena Ravenclaw,3,False,
Merlin,Rolanda Hooch,3,True,5.0
Bane,Helga Hufflepuff,3,False,
Mason,Tom Riddle,3,False,
Marcus Flint,Roger Davies,3,False,
Marcus Flint,Ronan,3,False,
Marcus Flint,Rosmerta,3,False,
Firenze,Millicent Bulstrode,3,False,
Firenze,Merlin,3,False,
Firenze,Lily J. Potter,3,False,
Firenze,Lee Jordan,3,False,
Firenze,Lavender Brown,3,True,5.0
Mason,Percy Weasley,3,False,
Firenze,Irma Pince,3,False,
Mason,Rubeus Hagrid,3,False,
Merlin,Millicent Bulstrode,3,False,
Crookshanks,Myrtle Warren,3,False,
Firenze,Helga Hufflepuff,3,False,
Crookshanks,Florean Fortescue,3,False,
Bane,Penelope Clearwater,3,False,
Crookshanks,Hannah Abbott,3,False,
Crookshanks,Irma Pince,3,False,
Firenze,Florean Fortescue,3,False,
Filius Flitwick,William Weasley,3,True,6.0
Merlin,Penelope Clearwater,3,False,
Merlin,Petunia Dursley,3,False,
Filius Flitwick,Ronan,3,False,
Filius Flitwick,Roger Davies,3,False,
Millicent Bulstrode,Rolanda Hooch,3,False,
Cuthbert Binns,Firenze,3,False,
Armando Dippet,Rosmerta,3,False,
Arthur Weasley,Bloody Baron,3,False,
Cuthbert Binns,Rolanda Hooch,3,False,
Arthur Weasley,Katie Bell,3,False,
Fawkes,Penelope Clearwater,3,False,
Fawkes,Peeves,3,False,
Arthur Weasley,Irma Pince,3,False,
Arthur Weasley,Hannah Abbott,3,False,
Fawkes,Nicolas Flamel,3,False,
Cuthbert Binns,Walden Macnair,3,False,
Arthur Weasley,Cuthbert Binns,3,False,
Arthur Weasley,Cedric Diggory,3,False,
Fawkes,Merlin,3,False,
Dean Thomas,Florean Fortescue,3,False,
Molly Weasley,Ronan,3,False,
Arthur Weasley,Blaise Zabini,3,False,
Fawkes,Lily J. Potter,3,False,
Armando Dippet,Walden Macnair,3,False,
Armando Dippet,Vincent Crabbe,3,False,
Fawkes,Keeper of the reptile house,3,False,
Mrs Norris,Ronan,3,False,
Mrs Norris,Rosmerta,3,False,
Armando Dippet,Sorting Hat,3,False,
Fawkes,James Potter I,3,False,
Armando Dippet,Seamus Finnigan,3,False,
Dean Thomas,Katie Bell,3,False,
Arthur Weasley,Merlin,3,True,5.0
Arthur Weasley,Millicent Bulstrode,3,False,
Millicent Bulstrode,Sorting Hat,3,False,
Filius Flitwick,Florean Fortescue,3,False,
Cuthbert Binns,Florean Fortescue,3,False,
Filius Flitwick,Hannah Abbott,3,False,
Millicent Bulstrode,Vernon Dursley,3,False,
Millicent Bulstrode,Walden Macnair,3,False,
Bane,Florean Fortescue,3,False,
Cuthbert Binns,Hedwig,3,True,5.0
Cuthbert Binns,Helga Hufflepuff,3,False,
Bane,Errol,3,False,
Cuthbert Binns,Irma Pince,3,False,
Cuthbert Binns,Keeper of the reptile house,3,False,
Bane,Cuthbert Binns,3,False,
Minerva McGonagall,Ronan,3,False,
Arthur Weasley,Nicolas Flamel,3,False,
Minerva McGonagall,Silvanus Kettleburn,3,False,
Bane,Chudley Cannons,3,False,
Fawkes,William Weasley,3,False,
Bane,Cadogan,3,False,
Fawkes,Walden Macnair,3,False,
Bane,Borgin,3,False,
Bane,Bertie Bott,3,False,
Cuthbert Binns,Millicent Bulstrode,3,False,
Cuthbert Binns,Nicolas Flamel,3,False,
Fawkes,Rosmerta,3,False,
Cuthbert Binns,Penelope Clearwater,3,False,
Dobby,Ronan,3,False,
Aragog,Lucius Malfoy,3,False,
Pansy Parkinson,Poppy Pomfrey,3,False,
Algie Longbottom,Charles Weasley,3,False,
Algie Longbottom,Peter Pettigrew,3,False,
Algie Longbottom,Penelope Clearwater,3,False,
Algie Longbottom,Peeves,3,False,
Algie Longbottom,Oliver Wood,3,False,
Algie Longbottom,Myrtle Warren,3,False,
Algie Longbottom,Molly Weasley,3,False,
Quirinus Quirrell,Ronan,3,False,
Ernest Macmillan,Ronald Weasley,3,True,4.0
Algie Longbottom,Minerva McGonagall,3,False,
Algie Longbottom,Lee Jordan,3,False,
Algie Longbottom,Hermione Granger,3,False,
Algie Longbottom,Helga Hufflepuff,3,False,
Algie Longbottom,Hedwig,3,False,
Algie Longbottom,Godric Gryffindor,3,True,5.0
Algie Longbottom,Ginevra Weasley,3,False,
Algie Longbottom,Gilderoy Lockhart,3,False,
Ernest Macmillan,Sirius Black,3,False,
Algie Longbottom,George Weasley,3,False,
Remus Lupin,Ronan,3,False,
Algie Longbottom,Fred Weasley,3,False,
Algie Longbottom,Filius Flitwick,3,False,
Algie Longbottom,Fat Lady,3,False,
Remus Lupin,Silvanus Kettleburn,3,False,
Algie Longbottom,Errol,3,False,
Algie Longbottom,Draco Malfoy,3,False,
Algie Longbottom,Colin Creevey,3,False,
Remus Lupin,William Weasley,3,True,5.0
Roger Davies,Ronald Weasley,3,True,4.0
Roger Davies,Rowena Ravenclaw,3,True,4.0
Algie Longbottom,Petunia Dursley,3,False,
Algie Longbottom,Quirinus Quirrell,3,False,
Algie Longbottom,Remus Lupin,3,False,
Ernest Macmillan,Oliver Wood,3,False,
Dudley Dursley,Rosmerta,3,False,
Dudley Dursley,Sorting Hat,3,False,
Alicia Spinnet,Mrs Norris,3,False,
Alicia Spinnet,Lavender Brown,3,False,
Dudley Dursley,William Weasley,3,True,5.0
Alicia Spinnet,Hedwig,3,False,
Alicia Spinnet,Fawkes,3,False,
Ernest Macmillan,Justin Finch-Fletchley,3,True,4.0
Alicia Spinnet,Fang,3,False,
Poppy Pomfrey,Ronan,3,False,
Alicia Spinnet,Errol,3,False,
Alicia Spinnet,Dudley Dursley,3,False,
Ernest Macmillan,Minerva McGonagall,3,True,5.0
